episode:1,Updates:1/50,Timesteps:400/10000,FPS:89.0,avg_sp:0.4393939393939394,value_loss:0.5761109352111816,policy_loss:-0.010893258053498967,dist_entropy:0.692236864566803,actor_grad_norm:2.495786190032959,critic_grad_norm:3.603466749191284,ratio:0.9979994893074036,average_step_rewards:0.14499999582767487
episode:39,Updates:39/50,Timesteps:8000/10000,FPS:51.0,avg_sp:0.9848484848484849,value_loss:0.09137669901053111,policy_loss:-0.0014748849507499292,dist_entropy:0.09239323784907659,actor_grad_norm:0.6454432606697083,critic_grad_norm:0.47485145926475525,ratio:0.9998809695243835,average_step_rewards:0.32499998807907104
episode:40,Updates:40/50,Timesteps:8200/10000,FPS:51.0,avg_sp:1.0,value_loss:0.1050321211417516,policy_loss:-0.002158727931945285,dist_entropy:0.08674315909544626,actor_grad_norm:0.23136070370674133,critic_grad_norm:0.3049580156803131,ratio:0.9998120069503784,average_step_rewards:0.33000001311302185
episode:41,Updates:41/50,Timesteps:8400/10000,FPS:50.0,avg_sp:1.0,value_loss:0.06235172227025032,policy_loss:-2.2150754823672496e-05,dist_entropy:0.08484887679417928,actor_grad_norm:0.06605153530836105,critic_grad_norm:0.5287746787071228,ratio:1.0001140832901,average_step_rewards:0.33000001311302185
episode:42,Updates:42/50,Timesteps:8600/10000,FPS:50.0,avg_sp:1.0,value_loss:0.06063408354918162,policy_loss:-2.5759219935928002e-05,dist_entropy:0.08557259788115819,actor_grad_norm:0.05528847500681877,critic_grad_norm:0.23284272849559784,ratio:1.0000711679458618,average_step_rewards:0.33000001311302185
episode:43,Updates:43/50,Timesteps:8800/10000,FPS:50.0,avg_sp:1.0,value_loss:0.06017936567465464,policy_loss:-2.727190694349346e-05,dist_entropy:0.08561336745818456,actor_grad_norm:0.06514539569616318,critic_grad_norm:0.10178139060735703,ratio:0.9999325275421143,average_step_rewards:0.33000001311302185
episode:44,Updates:44/50,Timesteps:9000/10000,FPS:50.0,avg_sp:0.9848484848484849,value_loss:0.06073449204365412,policy_loss:-1.7126480604308844e-05,dist_entropy:0.0861426035563151,actor_grad_norm:0.049053385853767395,critic_grad_norm:0.04731350019574165,ratio:1.0000053644180298,average_step_rewards:0.32499998807907104
episode:45,Updates:45/50,Timesteps:9200/10000,FPS:50.0,avg_sp:1.0,value_loss:0.07028722912073135,policy_loss:-0.0010543636187988702,dist_entropy:0.08575722575187683,actor_grad_norm:0.5200092196464539,critic_grad_norm:0.21363146603107452,ratio:0.9998580813407898,average_step_rewards:0.33000001311302185
episode:46,Updates:46/50,Timesteps:9400/10000,FPS:50.0,avg_sp:0.9848484848484849,value_loss:0.06370940407117208,policy_loss:-1.839637749874908e-05,dist_entropy:0.08501530289649964,actor_grad_norm:0.05936022847890854,critic_grad_norm:0.1762695461511612,ratio:1.000079870223999,average_step_rewards:0.32499998807907104
episode:47,Updates:47/50,Timesteps:9600/10000,FPS:50.0,avg_sp:1.0,value_loss:0.11291681081056595,policy_loss:-0.0030520079598450895,dist_entropy:0.08498659481604894,actor_grad_norm:0.41582947969436646,critic_grad_norm:0.5109045505523682,ratio:0.9993206262588501,average_step_rewards:0.33000001311302185
episode:48,Updates:48/50,Timesteps:9800/10000,FPS:50.0,avg_sp:1.0,value_loss:0.07309627681970596,policy_loss:-4.5597513612468295e-05,dist_entropy:0.08401906390984853,actor_grad_norm:0.04825763776898384,critic_grad_norm:0.3451592028141022,ratio:1.0000778436660767,average_step_rewards:0.33000001311302185
episode:49,Updates:49/50,Timesteps:10000/10000,FPS:50.0,avg_sp:1.0,value_loss:0.07287593185901642,policy_loss:-5.556352939916446e-05,dist_entropy:0.08532899270455042,actor_grad_norm:0.05144456401467323,critic_grad_norm:0.14972767233848572,ratio:0.9999266266822815,average_step_rewards:0.33000001311302185
